order-date,product-name,cost-price,mrp,discount,selling-price
02-01-2022,shirt,52.17,250.39,0.1,225.35
14-02-2022,blouse,173.57,308.33,0.26,228.16
01-10-2019,skirt,169.39,318.29,0.32,216.44
10-03-2024,shorts,136.81,352.47,0.27,257.3
17-04-2020,shorts,138.47,268.51,0.33,179.9
05-06-2021,jeans,16.48,57.78,0.44,32.36
22-04-2024,saree,199.74,446.09,0.12,392.56
08-11-2022,shirt,158.78,355.37,0.41,209.67
31-01-2021,blouse,60.22,282.1,0.14,242.61
09-05-2024,tshirt,171.23,435.86,0.11,387.92
01-01-2022,jacket,82.36,104.85,0.05,99.61
03-05-2020,jeans,22.11,78.04,0.39,47.6
24-06-2023,jacket,84.15,359.17,0.08,330.44
03-04-2023,jeans,61.67,80.99,0.43,46.16
08-12-2022,shirt,34.24,71.07,0.35,46.2
31-10-2021,shirt,26.71,217.29,0.19,176
29-12-2019,jeans,175.12,359.46,0.47,190.51
28-04-2022,jacket,41.62,325.47,0.11,289.67
14-08-2020,tshirt,116.06,272.89,0.34,180.11
30-01-2024,trousers,111.22,269.18,0.1,242.26
28-12-2021,blouse,60.59,122.92,0.31,84.81
04-12-2023,tshirt,113.4,410.53,0.2,328.42
18-05-2021,saree,57.21,197.97,0.27,144.52
09-10-2021,skirt,57.25,197.03,0.45,108.37
17-01-2022,tshirt,147.71,202.44,0.05,192.32
21-09-2021,jacket,166.54,410.77,0.26,303.97
06-03-2021,tshirt,84.56,370.66,0.45,203.86
30-01-2021,jeans,181.14,223.18,0.42,129.44
28-03-2022,trousers,101.47,198.95,0.21,157.17
29-08-2021,jacket,65.64,358.24,0.12,315.25
23-01-2021,shirt,54.88,254.71,0.19,206.32
30-01-2022,shirt,90.88,342.42,0.14,294.48
27-07-2022,tshirt,79.72,234.09,0.22,182.59
02-07-2023,tshirt,75.68,371.76,0.09,338.3
17-05-2020,shirt,142,148.36,0.42,86.05
06-02-2022,blouse,136.5,419.1,0.25,314.33
21-04-2021,shirt,39.12,120.31,0.32,81.81
31-07-2019,jacket,43.21,219.07,0.36,140.2
15-05-2024,shirt,180.76,203.29,0.18,166.7
30-05-2022,skirt,178.34,438.89,0.18,359.89
05-10-2023,dress,11.45,113.88,0.12,100.21
10-07-2023,skirt,114.21,196.99,0.14,169.41
24-04-2021,jacket,93.97,342.26,0.22,266.96
03-03-2020,saree,87.5,208.81,0.47,110.67
03-04-2022,tshirt,68.29,363.07,0.14,312.24
04-06-2023,blouse,151.51,450.96,0.16,378.81
04-04-2023,saree,150.74,274.27,0.19,222.16
17-12-2020,jeans,131.46,361.32,0.32,245.7
28-03-2023,trousers,51.15,329.07,0.4,197.44
22-01-2023,jeans,40.24,157.56,0.29,111.87
07-03-2024,blouse,105.43,243.52,0.13,211.86
16-11-2023,tshirt,47.77,207.76,0.39,126.73
02-12-2021,jacket,87.86,109.59,0.1,98.63
08-05-2020,saree,37.12,311.07,0.46,167.98
19-01-2020,jacket,173.76,240.05,0.35,156.03
07-12-2021,blouse,15.56,311.58,0.23,239.92
23-04-2023,saree,116.89,242.48,0.05,230.36
01-11-2023,blouse,128.3,397.89,0.48,206.9
07-01-2024,blouse,27.77,317.33,0.43,180.88
18-08-2020,dress,89.9,327.73,0.48,170.42
02-03-2023,dress,79.86,350.81,0.09,319.24
16-01-2024,jacket,79.63,363.86,0.46,196.48
14-10-2022,skirt,159.28,190.55,0.4,114.33
27-07-2019,trousers,59,307.64,0.16,258.42
10-03-2022,shorts,14.06,95.99,0.25,71.99
19-05-2022,saree,42.4,192.17,0.49,98.01
17-10-2019,shorts,194.69,250.46,0.31,172.82
19-12-2022,saree,87.8,180.5,0.5,90.25
20-09-2023,blouse,64.57,108.8,0.14,93.57
24-07-2022,trousers,18.12,74.14,0.39,45.23
09-08-2021,saree,107.01,127.52,0.41,75.24
22-03-2020,shirt,34.63,167.68,0.45,92.22
04-12-2019,shorts,10.57,171.29,0.06,161.01
16-06-2021,dress,114.1,409.09,0.24,310.91
17-03-2023,blouse,118.97,179.41,0.08,165.06
30-09-2020,skirt,131.9,414.66,0.21,327.58
06-08-2023,dress,167.17,197.64,0.44,110.68
22-08-2020,dress,165.22,281.13,0.08,258.64
25-02-2022,saree,131.32,295.05,0.34,194.73
29-04-2023,shorts,12.4,265.24,0.25,198.93
17-06-2024,jacket,90.2,299.62,0.24,227.71
20-05-2020,dress,55.5,90.92,0.27,66.37
02-08-2020,tshirt,123.04,237.23,0.18,194.53
13-01-2024,skirt,194.64,480.08,0.28,345.66
01-07-2023,trousers,16.89,288.68,0.3,202.08
11-08-2021,blouse,137.33,247,0.11,219.83
18-06-2020,shirt,63.91,222.19,0.18,182.2
13-08-2020,blouse,183.22,238.41,0.45,131.13
11-03-2020,skirt,91.83,191.81,0.45,105.5
12-11-2023,tshirt,35.82,54.31,0.48,28.24
26-01-2020,shirt,164.65,322.62,0.5,161.31
25-03-2022,tshirt,177.43,307.29,0.11,273.49
11-06-2024,skirt,89.8,262.67,0.28,189.12
05-07-2022,tshirt,113.28,119.82,0.13,104.24
14-03-2023,shirt,142.94,373.16,0.05,354.5
18-01-2023,saree,134.65,278.6,0.35,181.09
28-12-2019,jacket,13.45,151.92,0.32,103.31
15-03-2021,dress,60.34,344.85,0.47,182.77
06-10-2021,jacket,186.68,243.88,0.49,124.38
05-03-2024,trousers,73.27,102.33,0.49,52.19
06-10-2022,skirt,136.3,207.35,0.26,153.44
16-12-2019,blouse,23.75,47.3,0.43,26.96
22-11-2023,blouse,173.66,314.43,0.09,286.13
19-10-2023,jeans,80.9,95.93,0.34,63.31
26-12-2022,jeans,15.5,135.96,0.16,114.21
16-08-2020,saree,76.3,168.16,0.37,105.94
15-09-2023,trousers,36.76,218.72,0.21,172.79
14-06-2021,skirt,111.63,321.17,0.09,292.26
27-04-2024,shorts,174.87,295.71,0.2,236.57
06-12-2020,trousers,96.08,342.62,0.07,318.64
21-09-2023,saree,179.65,392.69,0.06,369.13
24-07-2019,saree,102.34,255.78,0.32,173.93
07-01-2023,dress,43.94,119.2,0.37,75.1
25-05-2020,blouse,58.9,176.79,0.14,152.04
06-11-2023,blouse,57.26,115.42,0.47,61.17
02-06-2024,dress,195.88,451.75,0.3,316.22
16-08-2019,trousers,85.59,328.37,0.47,174.04
12-09-2019,dress,90.86,228.22,0.1,205.4
30-11-2019,dress,23.07,142.89,0.38,88.59
12-06-2021,jeans,181.05,320.38,0.31,221.06
07-07-2022,saree,169.44,334.63,0.19,271.05
09-05-2024,jeans,12.38,42.26,0.35,27.47
05-01-2024,skirt,34.5,298.66,0.46,161.28
08-05-2020,skirt,32.2,324.85,0.37,204.66
16-10-2023,skirt,161.83,405.81,0.33,271.89
25-07-2020,dress,66.35,180.39,0.4,108.23
11-09-2022,saree,35.17,324.24,0.25,243.18
12-07-2021,blouse,147.01,288.76,0.16,242.56
05-07-2023,dress,86.12,205.39,0.3,143.77
12-04-2023,tshirt,128.53,287.2,0.43,163.7
15-06-2024,blouse,83.69,309.24,0.42,179.36
14-10-2019,jacket,65.34,291.1,0.37,183.39
15-08-2021,trousers,15.87,263.76,0.12,232.11
27-08-2020,shorts,140.42,398.22,0.49,203.09
16-08-2019,saree,127.35,396.78,0.48,206.33
07-11-2023,saree,120.44,405.23,0.31,279.61
17-01-2020,tshirt,184.13,278.8,0.16,234.19
22-01-2021,dress,52.15,213.42,0.45,117.38
01-06-2023,saree,101.7,182.55,0.13,158.82
03-08-2021,blouse,55.32,268.41,0.47,142.26
07-03-2020,blouse,158.49,340.8,0.48,177.22
28-01-2020,blouse,153.63,202.44,0.14,174.1
29-03-2020,jeans,181.9,365.68,0.23,281.57
04-11-2019,trousers,29,234.99,0.13,204.44
24-05-2020,tshirt,61.99,134.14,0.37,84.51
07-07-2020,shorts,133.18,147.66,0.1,132.89
05-03-2020,tshirt,89.29,215.55,0.44,120.71
21-06-2020,trousers,105.86,263.1,0.48,136.81
07-12-2019,dress,11.14,56.69,0.14,48.75
14-01-2022,jacket,151.36,229.93,0.49,117.26
20-02-2022,shirt,29.61,243.11,0.3,170.18
28-10-2022,shirt,59.15,185.01,0.45,101.76
10-03-2022,shorts,171.57,389.37,0.08,358.22
06-03-2021,tshirt,68.54,179.15,0.11,159.44
27-11-2023,trousers,187.7,232.16,0.21,183.41
01-07-2023,trousers,87.07,170.39,0.38,105.64
14-06-2023,saree,159.64,224.95,0.41,132.72
21-09-2020,blouse,84.89,304.31,0.25,228.23
14-05-2023,dress,151.42,437.51,0.1,393.76
27-09-2022,blouse,45.7,323.55,0.44,181.19
22-12-2023,jacket,104.03,261.02,0.35,169.66
13-03-2024,shorts,19.44,163.65,0.48,85.1
02-07-2021,jacket,100.8,156.68,0.19,126.91
24-09-2022,trousers,80.43,365.97,0.08,336.69
17-07-2023,skirt,74.37,131.43,0.12,115.66
21-03-2021,shorts,189.73,426.96,0.32,290.33
11-05-2020,jacket,119.49,248.45,0.39,151.55
14-10-2021,jacket,26.77,175.76,0.44,98.43
10-11-2020,skirt,128.56,225.58,0.14,194
22-11-2020,jeans,115.33,362.28,0.24,275.33
08-08-2020,tshirt,87.93,132.33,0.2,105.86
13-12-2020,tshirt,178.57,375.84,0.38,233.02
05-07-2022,shirt,190.73,333.79,0.07,310.42
19-01-2024,trousers,123.72,422.65,0.39,257.82
30-09-2021,shorts,127.81,159.88,0.23,123.11
19-01-2024,jeans,121.22,164.17,0.29,116.56
20-04-2022,skirt,49.65,293.72,0.35,190.92
13-06-2022,shorts,32.19,172.18,0.42,99.86
05-03-2022,jacket,26.85,125.07,0.37,78.79
13-07-2020,dress,98.7,308.93,0.25,231.7
16-04-2024,dress,116,286.93,0.32,195.11
10-03-2020,shorts,119.52,348.16,0.36,222.82
12-09-2019,dress,194.64,277.79,0.26,205.56
09-06-2020,saree,52.74,171.55,0.15,145.82
29-03-2020,skirt,40.96,259.69,0.17,215.54
13-07-2020,tshirt,90.42,173.62,0.22,135.42
23-11-2020,dress,173.99,401.38,0.38,248.86
08-08-2019,trousers,52.24,183.02,0.32,124.45
13-02-2020,jacket,178.68,392.03,0.48,203.86
19-05-2022,shirt,85.08,369.31,0.38,228.97
25-11-2020,shirt,168.21,341.53,0.24,259.56
11-04-2024,dress,151.7,442.96,0.2,354.37
11-12-2021,jacket,144.55,302.16,0.2,241.73
11-11-2021,shirt,108.92,118.09,0.48,61.41
17-07-2021,shorts,195.05,217.85,0.11,193.89
12-10-2023,saree,199.64,477.61,0.15,405.97
06-12-2019,blouse,148.76,302.94,0.08,278.7
29-10-2019,jacket,177.68,370.74,0.47,196.49
18-06-2022,skirt,38.82,258.1,0.19,209.06
30-07-2021,dress,48.8,264.81,0.39,161.53
05-12-2023,jeans,168.77,342.97,0.06,322.39
30-12-2019,trousers,114.92,158.37,0.06,148.87
13-06-2021,blouse,150.1,436.62,0.48,227.04
28-03-2024,tshirt,189.89,318.34,0.35,206.92
21-03-2021,dress,46.41,115.47,0.48,60.04
02-04-2021,saree,50.2,202.3,0.39,123.4
06-02-2024,blouse,173.56,300.96,0.45,165.53
07-04-2023,shirt,120.99,289.22,0.38,179.32
23-04-2022,shirt,194.75,375.51,0.14,322.94
09-04-2022,trousers,150.19,383.03,0.13,333.24
29-04-2022,trousers,125.81,175.5,0.1,157.95
08-06-2020,jacket,173.97,293.37,0.26,217.09
27-03-2024,blouse,63.54,354.57,0.24,269.47
07-03-2020,jeans,112.56,125.87,0.09,114.54
13-01-2024,jacket,198.02,213.97,0.45,117.68
14-10-2021,shirt,70.77,363.75,0.17,301.91
28-09-2020,shirt,108.13,325.73,0.27,237.78
05-02-2021,tshirt,189.16,244.67,0.11,217.76
13-09-2020,shorts,78.34,223.79,0.16,187.98
14-02-2024,blouse,44.11,314.21,0.12,276.5
27-01-2021,skirt,29.11,133.33,0.11,118.66
27-07-2022,tshirt,122.66,371.27,0.39,226.47
12-08-2021,dress,39.71,265.64,0.39,162.04
16-08-2023,jeans,119.6,136.11,0.29,96.64
09-02-2024,saree,113.22,187.75,0.11,167.1
02-11-2021,tshirt,134.68,224.36,0.09,204.17
12-04-2021,trousers,136.9,218.31,0.31,150.63
28-07-2022,tshirt,48.2,204.84,0.42,118.81
10-08-2023,tshirt,77.83,340.51,0.08,313.27
19-07-2019,shirt,179.11,227.88,0.34,150.4
27-06-2022,trousers,38.12,148.45,0.27,108.37
08-06-2022,tshirt,39.51,98.06,0.32,66.68
12-07-2021,tshirt,181.81,425.18,0.32,289.12
13-08-2020,saree,117.77,337.96,0.45,185.88
25-07-2022,shorts,199.07,271.79,0.13,236.46
29-08-2020,dress,62.41,74.74,0.33,50.08
14-08-2019,jacket,160.56,264.94,0.11,235.8
23-11-2022,saree,194.92,347.9,0.43,198.3
16-10-2023,skirt,69.85,247.35,0.32,168.2
11-03-2023,trousers,140.23,238.72,0.39,145.62
12-09-2021,skirt,66.33,281.9,0.35,183.24
11-07-2021,blouse,100.09,184.94,0.4,110.96
01-07-2022,tshirt,181.57,224.35,0.41,132.37
18-04-2021,shirt,185.7,418.77,0.16,351.77
18-02-2022,tshirt,40.75,65.12,0.34,42.98
25-07-2021,shorts,168.58,387.65,0.4,232.59
15-09-2023,jeans,15.62,106.25,0.47,56.31
12-02-2023,jacket,178.02,225.08,0.48,117.04
29-01-2022,jacket,130.61,141.32,0.39,86.21
13-09-2019,tshirt,115.12,256.72,0.37,161.73
15-03-2023,jeans,90.13,170.56,0.35,110.86
22-09-2021,dress,14.46,224.99,0.19,182.24
23-12-2020,shirt,137.49,147.42,0.27,107.62
12-10-2020,shirt,173.02,316.72,0.24,240.71
17-02-2022,skirt,27.8,164.22,0.35,106.74
24-04-2021,jeans,143.58,342.29,0.15,290.95
16-12-2019,shorts,10.68,27.48,0.27,20.06
05-02-2024,tshirt,122.58,380.81,0.31,262.76
30-07-2021,tshirt,129.09,165.86,0.48,86.25
08-10-2022,dress,88.46,307.82,0.21,243.18
22-06-2023,shirt,117.8,248.05,0.22,193.48
20-01-2024,saree,131.84,279.93,0.08,257.54
14-06-2023,shorts,163.13,268.86,0.44,150.56
26-03-2021,trousers,159.72,444.52,0.48,231.15
01-03-2024,dress,181.74,349.86,0.15,297.38
05-08-2022,shorts,58.39,103.46,0.14,88.98
12-05-2024,shirt,142.48,390.71,0.39,238.33
15-01-2020,jeans,176.39,412.12,0.06,387.39
07-01-2023,shorts,150.69,417.62,0.34,275.63
06-10-2021,saree,40.47,285.59,0.48,148.51
24-04-2024,saree,168.82,327.09,0.19,264.94
17-04-2021,dress,187.15,262.15,0.15,222.83
15-08-2020,jacket,60.79,307.32,0.09,279.66
18-05-2023,saree,148.35,158.7,0.21,125.37
24-05-2020,saree,98.22,150.7,0.42,87.41
23-12-2021,trousers,26.1,322.36,0.06,303.02
15-03-2023,shorts,78.91,228.29,0.07,212.31
30-11-2023,skirt,31.62,135.65,0.45,74.61
13-07-2021,jacket,93.32,292.96,0.32,199.21
26-03-2021,dress,176.62,376.04,0.26,278.27
05-12-2023,saree,138.33,332.79,0.13,289.53
23-07-2021,jeans,183,367.23,0.38,227.68
31-12-2020,tshirt,86.77,151.82,0.06,142.71
15-03-2024,shirt,38.26,118.23,0.16,99.31
25-03-2023,jeans,34.38,192.3,0.28,138.46
22-02-2023,shorts,121.21,406.52,0.44,227.65
05-12-2019,trousers,184.79,471.99,0.28,339.83
16-11-2019,tshirt,135.62,381.39,0.06,358.51
18-08-2022,jacket,121.45,352.98,0.41,208.26
30-11-2019,shirt,122.75,292.47,0.31,201.8
31-03-2020,trousers,133.13,308.49,0.26,228.28
10-04-2022,shorts,50.24,254.15,0.28,182.99
29-01-2020,blouse,104.23,383.19,0.13,333.38
18-04-2022,blouse,183.67,354.93,0.4,212.96
15-12-2023,trousers,182.14,397.21,0.22,309.82
28-09-2023,skirt,104.89,291.23,0.32,198.04
17-07-2020,blouse,133.41,181.2,0.49,92.41
18-07-2022,tshirt,81.28,346.84,0.17,287.88
17-01-2024,jacket,182.76,401.82,0.11,357.62
01-10-2023,skirt,195.39,218.68,0.21,172.76
12-02-2021,tshirt,91.17,242.68,0.22,189.29
14-08-2020,shorts,12.16,186.01,0.08,171.13
03-10-2021,blouse,130.86,155.68,0.26,115.2
08-04-2024,shorts,116.25,215.51,0.09,196.11
01-04-2023,shorts,164.31,240.27,0.34,158.58
06-01-2020,tshirt,169.66,196.42,0.47,104.1
01-08-2020,shorts,155.32,181.85,0.12,160.03
12-11-2020,shorts,84.07,290.3,0.35,188.7
25-06-2022,tshirt,72,302.04,0.28,217.47
27-11-2021,shorts,161.87,382.93,0.44,214.44
27-02-2021,tshirt,91.57,307.97,0.34,203.26
10-09-2020,tshirt,138.72,407.1,0.37,256.47
20-12-2023,shorts,82.07,381.42,0.5,190.71
06-01-2020,blouse,70.75,364.92,0.34,240.85
29-09-2021,shirt,71.67,298.68,0.43,170.25
31-01-2020,skirt,24.88,268.85,0.07,250.03
09-11-2023,saree,25.25,184.26,0.21,145.57
26-03-2021,tshirt,146.23,181.87,0.11,161.86
24-11-2021,jeans,178.62,407.09,0.17,337.88
02-10-2020,dress,180.89,196.67,0.46,106.2
06-01-2020,dress,19.94,265.12,0.24,201.49
11-01-2020,shirt,49.22,234.04,0.4,140.42
15-01-2022,jeans,170.26,360.57,0.5,180.28
09-12-2019,jacket,32.78,95.66,0.47,50.7
24-06-2021,jeans,32.93,285.18,0.06,268.07
25-07-2023,tshirt,184.61,206.2,0.24,156.71
18-05-2023,shorts,167.74,458.15,0.48,238.24
13-12-2023,jacket,95.8,263.55,0.29,187.12
08-06-2022,jacket,135.92,413.29,0.33,276.9
29-01-2020,trousers,146.39,157.99,0.18,129.55
11-07-2024,jeans,71.42,286.66,0.4,172
03-12-2022,tshirt,36.28,284.04,0.46,153.38
15-05-2023,jeans,60.96,170.44,0.47,90.33
05-03-2020,dress,180.21,195.31,0.25,146.48
17-09-2019,shirt,145.02,373.39,0.08,343.52
13-06-2022,tshirt,151.58,221.22,0.37,139.37
04-12-2019,shirt,196.21,328.17,0.32,223.16
15-11-2022,blouse,73.09,159.02,0.41,93.82
20-09-2022,blouse,159.49,402.95,0.21,318.33
17-04-2020,shorts,146.14,419.88,0.31,289.72
07-10-2019,skirt,43.61,292.69,0.17,242.93
15-12-2023,dress,63.36,308.12,0.2,246.5
24-10-2022,jacket,27.15,79.38,0.12,69.85
23-12-2023,jacket,102.53,287.66,0.47,152.46
11-06-2020,blouse,75.17,231.09,0.22,180.25
31-01-2023,shorts,189.41,341.52,0.36,218.57
21-04-2020,dress,25.63,71.07,0.44,39.8
10-03-2024,jacket,59.5,218.31,0.46,117.89
08-10-2019,blouse,42.91,176.7,0.15,150.2
06-07-2024,shorts,109.24,322.33,0.46,174.06
19-03-2020,saree,170.68,224.57,0.3,157.2
29-10-2020,blouse,57.33,91.96,0.12,80.92
05-01-2022,shirt,79.63,154.85,0.2,123.88
10-05-2020,jacket,141.16,426.88,0.27,311.62
04-09-2021,trousers,170.91,238.04,0.18,195.19
31-10-2020,saree,188.78,466.68,0.16,392.01
06-09-2023,blouse,109.68,297.33,0.46,160.56
12-01-2020,trousers,155.94,408.63,0.08,375.94
18-05-2024,trousers,91.81,309.03,0.38,191.6
21-09-2019,dress,122.37,147.12,0.12,129.47
02-05-2024,trousers,109.88,140.52,0.44,78.69
04-12-2023,shorts,157.43,326.87,0.49,166.7
19-02-2023,jacket,48.2,98.58,0.24,74.92
13-05-2021,blouse,51.39,300.3,0.37,189.19
01-01-2022,shorts,112.64,145.64,0.18,119.42
21-06-2020,skirt,198.43,492.02,0.33,329.65
10-11-2023,saree,71.12,165.58,0.1,149.02
25-11-2021,shirt,58.16,342.76,0.31,236.5
11-09-2019,shorts,94.48,301.77,0.18,247.45
06-05-2022,tshirt,104.11,142.41,0.19,115.35
02-08-2022,shorts,109.78,158.07,0.23,121.71
18-01-2022,jeans,146.62,361.67,0.45,198.92
26-09-2019,jeans,45.01,281.47,0.5,140.74
22-09-2019,shorts,136.18,407.7,0.26,301.7
20-06-2022,skirt,99.41,329,0.36,210.56
31-07-2023,jeans,194.43,432.07,0.15,367.26
25-09-2021,jeans,158.35,365.14,0.42,211.78
17-03-2020,shorts,100.71,325.2,0.3,227.64
02-07-2020,dress,138.99,237.97,0.49,121.36
28-04-2023,jeans,18.69,73.72,0.36,47.18
31-08-2022,skirt,96.25,239.52,0.37,150.9
02-06-2022,trousers,123.66,134.85,0.48,70.12
20-02-2023,shirt,35.35,319.33,0.08,293.78
15-03-2020,shorts,129.58,342.29,0.14,294.37
18-04-2023,trousers,193.28,436.87,0.5,218.44
13-01-2024,shirt,131.85,311.47,0.27,227.37
23-07-2023,jacket,76.35,113.26,0.4,67.96
09-12-2020,blouse,166.93,344.92,0.06,324.22
12-02-2024,shorts,31.96,208.29,0.12,183.3
21-02-2020,dress,116.82,229.71,0.38,142.42
03-07-2024,dress,197.91,479.19,0.19,388.14
16-12-2021,saree,91.03,277.59,0.39,169.33
30-07-2020,blouse,34.26,136.1,0.34,89.83
27-03-2022,blouse,55.41,89.23,0.25,66.92
29-05-2020,saree,191.45,458.3,0.47,242.9
13-06-2022,jacket,33.79,113.44,0.26,83.95
31-08-2020,shirt,149.64,323.54,0.21,255.6
30-07-2023,jeans,74.39,162.58,0.11,144.7
13-03-2020,shorts,12.88,264.49,0.23,203.66
17-08-2023,saree,117.65,221.64,0.39,135.2
30-06-2021,trousers,52.14,92.84,0.35,60.35
27-06-2020,skirt,90.71,96.51,0.06,90.72
21-07-2023,trousers,62.99,79.12,0.4,47.47
19-12-2023,trousers,16.52,68.18,0.45,37.5
04-12-2023,trousers,14.99,72.41,0.07,67.34
24-07-2023,tshirt,84.71,128.99,0.27,94.16
12-01-2021,trousers,178.16,396.06,0.27,289.12
25-09-2020,tshirt,15.64,312.61,0.47,165.68
17-04-2022,tshirt,46.39,76.3,0.34,50.36
14-05-2021,jacket,89.82,348.93,0.37,219.83
10-06-2022,saree,33.97,134.09,0.07,124.7
19-09-2021,tshirt,131.85,336.53,0.17,279.32
08-01-2024,saree,139.69,286.44,0.28,206.24
14-01-2021,shorts,63.49,89.31,0.31,61.62
03-08-2019,shirt,120.04,174.39,0.11,155.21
24-06-2024,skirt,26.11,207.54,0.3,145.28
24-10-2023,jacket,96.64,304.74,0.44,170.65
10-03-2021,jeans,181.07,283.02,0.27,206.6
21-05-2023,skirt,199.66,331.77,0.44,185.79
05-12-2021,dress,177.23,311.24,0.15,264.55
27-08-2019,shorts,21.83,141.25,0.39,86.16
13-06-2024,shirt,41.5,99.62,0.28,71.73
03-05-2022,skirt,176.84,430.25,0.41,253.85
26-05-2023,shorts,58.76,263.22,0.46,142.14
30-03-2020,jeans,148.19,231.47,0.06,217.58
09-11-2022,blouse,43.43,205.09,0.32,139.46
02-07-2022,dress,119.68,355.46,0.45,195.5
07-03-2021,saree,175.86,341.34,0.08,314.03
06-08-2022,tshirt,49.39,319.51,0.11,284.36
19-10-2022,shirt,141.25,365.6,0.13,318.07
02-10-2021,trousers,170.57,242.65,0.08,223.24
10-02-2024,saree,164.69,259.83,0.14,223.45
19-07-2021,jeans,97.97,338.41,0.38,209.81
02-07-2021,blouse,43.53,260.28,0.11,231.65
07-12-2019,skirt,73.21,311.56,0.25,233.67
10-08-2022,shorts,39.33,302.22,0.2,241.78
20-01-2022,jacket,174.6,312.47,0.44,174.98
08-01-2023,saree,59.65,334.08,0.48,173.72
18-02-2021,saree,185.02,370.47,0.16,311.19
28-03-2022,dress,10.66,36.46,0.21,28.8
22-04-2021,tshirt,48.17,118.4,0.06,111.3
27-02-2024,shirt,61.77,258.8,0.36,165.63
15-02-2022,blouse,69.37,136.46,0.1,122.81
21-03-2022,saree,37.03,137.12,0.2,109.7
30-06-2021,saree,52.93,264.65,0.13,230.25
31-05-2022,shirt,119.81,212.68,0.18,174.4
23-05-2024,jacket,110.24,305.22,0.12,268.59
24-01-2024,dress,91.15,313.64,0.5,156.82
07-12-2023,tshirt,86.5,229.67,0.22,179.14
19-06-2020,trousers,144.69,359.37,0.06,337.81
25-12-2019,skirt,141.27,270.37,0.15,229.81
30-11-2022,shirt,77.61,150.04,0.35,97.53
06-08-2022,shirt,34.14,268.65,0.11,239.1
21-06-2023,jeans,151.46,282.38,0.43,160.96
16-10-2023,tshirt,188.84,326.25,0.48,169.65
03-10-2023,shorts,153.81,414.52,0.07,385.5
07-01-2021,blouse,146.7,278.78,0.24,211.87
25-05-2020,saree,148.99,312.83,0.18,256.52
16-04-2020,dress,48.93,274.71,0.28,197.79
27-03-2021,jacket,64.04,159.21,0.49,81.2
29-10-2023,shirt,77.91,298.08,0.5,149.04
28-11-2020,jacket,123.18,343.76,0.11,305.95
22-04-2024,shirt,34.05,74.85,0.42,43.41
28-02-2020,blouse,189.83,277.46,0.08,255.26
01-03-2022,skirt,125.27,335.07,0.12,294.86
14-08-2021,saree,86.81,242.87,0.09,221.01
09-04-2020,shorts,147.91,323.3,0.22,252.17
28-12-2022,dress,164.03,392.46,0.25,294.34
13-08-2022,trousers,184.33,202.89,0.41,119.71
01-05-2023,skirt,175.51,434.94,0.3,304.46
27-08-2022,trousers,110.64,169.8,0.22,132.44
12-10-2020,shirt,138.26,224.77,0.28,161.83
18-04-2021,blouse,152.04,282.07,0.13,245.4
01-11-2021,jacket,172.62,235.65,0.37,148.46
15-10-2022,dress,181.02,303.25,0.29,215.31
17-03-2023,shorts,156.06,376.1,0.28,270.79
01-10-2020,skirt,77.56,209.65,0.23,161.43
17-05-2020,trousers,184.63,360.6,0.15,306.51
01-02-2024,dress,117.17,257.9,0.15,219.21
27-02-2021,skirt,92.81,185.22,0.33,124.1
13-11-2022,blouse,131.46,276.53,0.06,259.94
17-11-2021,tshirt,101.42,331.81,0.12,291.99
15-12-2022,jeans,74.61,367.29,0.08,337.91
12-05-2020,dress,11.53,158.54,0.47,84.03
31-01-2023,dress,140.55,365.08,0.16,306.67
24-05-2023,blouse,117.09,330.04,0.43,188.12
11-10-2021,blouse,125.02,354.89,0.15,301.66
20-11-2019,trousers,51.73,325.22,0.11,289.45
07-10-2021,trousers,76.75,124.07,0.32,84.37
16-09-2019,shorts,35.88,110.97,0.09,100.98
20-09-2022,saree,39.44,331.36,0.22,258.46
27-01-2023,shirt,199.92,469.69,0.47,248.94
18-10-2021,shorts,74.57,363.9,0.37,229.26
04-03-2024,tshirt,186.91,411.96,0.08,379
02-05-2020,jeans,65.25,273.96,0.25,205.47
13-01-2020,saree,11.45,158.63,0.35,103.11
31-01-2020,blouse,174.4,465.96,0.42,270.26
22-08-2023,trousers,142.21,432.88,0.19,350.63
15-03-2023,jeans,176.52,195.35,0.27,142.61
25-03-2020,blouse,137.38,226,0.22,176.28
16-09-2023,blouse,148.99,321.77,0.39,196.28
02-11-2021,saree,191.12,393.54,0.09,358.12
10-07-2024,trousers,189.14,444.09,0.4,266.45
31-05-2023,dress,194.23,243.33,0.39,148.43
29-08-2023,trousers,86.86,265.34,0.28,191.04
19-01-2024,shorts,155.11,265.07,0.07,246.52
12-06-2020,shirt,56.94,293.66,0.1,264.29
19-08-2019,trousers,97.69,373.55,0.27,272.69
26-06-2022,tshirt,106.99,293.02,0.25,219.76
10-08-2020,saree,127.53,152.78,0.1,137.5
11-10-2020,shorts,84.89,136.31,0.18,111.77
22-01-2022,shirt,150.63,387.69,0.39,236.49
08-06-2021,tshirt,29.99,79.15,0.14,68.07
22-09-2023,tshirt,192.72,448.02,0.35,291.21
19-08-2021,tshirt,11.07,39.78,0.1,35.8
10-01-2024,skirt,25.02,65.8,0.46,35.53
18-11-2019,skirt,186.72,232.98,0.24,177.06
22-10-2021,trousers,166.63,224.08,0.29,159.1
29-11-2023,dress,103.17,335.06,0.07,311.61
18-09-2020,jacket,113.42,337.59,0.43,192.43
